TF	target	mode
MYC	SURF1	1
MYC	SURF2	1
MYC	TERT	1
MYC	TFAP4	1
MYC	TFRC	1
MYC	TNFRSF10B	1
MYC	TP53	1
MYC	TP73	1
MYC	UBE2C	1
MYC	VEGFA	1
MYC	WRN	1
MYC	XPO1	1
MYCN	ABCB1	-1
MYCN	ABCC1	1
MYCN	BAX	1
MYCN	BIRC5	1
MYCN	BMI1	1
MYCN	CD44	1
MYCN	CDKN1A	1
MYCN	CIITA	-1
MYCN	CLU	-1
MYCN	CTSD	1
MYCN	DKK3	-1
MYCN	EFNB3	1
MYCN	HDAC2	1
MYCN	LRRN3	-1
MYCN	MCM10	1
MYCN	MCM2	1
MYCN	MCM3	1
MYCN	MCM4	1
MYCN	MCM5	1
MYCN	MCM6	1
MYCN	MCM7	1
MYCN	MXI1	-1
MYCN	MYBL2	1
MYCN	NDRG1	1
MYCN	NDRG1	-1
MYCN	NES	1
MYCN	NGFR	-1
MYCN	NTRK1	-1
MYCN	SKP2	-1
MYCN	TP53	1
MYCN	TP53	-1
MYOCD	ACTG2	1
MYOD1	HBEGF	1
MYOG	MYEF2	1
MZF1	BLMH	1
MZF1	MMP2	-1
MZF1	TERT	-1
NAB2	RBL2	1
NANOG	AFP	-1
NANOG	CDC25A	-1
NANOG	CDK6	-1
NANOG	CDX2	-1
NANOG	CGA	-1
NANOG	FGF4	1
NANOG	KDR	1
NANOG	GATA2	-1
NANOG	GATA4	-1
NANOG	GATA6	-1
NANOG	KLF2	1
NANOG	LAMB1	-1
NANOG	LXN	-1
NANOG	MTF2	1
NANOG	SOX1	1
NANOG	YES1	1
NCOA1	CDKN1A	1
NCOA1	EPO	1
NCOA2	AR	-1
NCOA3	BCL2	1
NCOA3	EPO	1
NCOA3	MMP10	1
NCOA3	MMP7	1
NCOA4	AR	1
NCOA4	KLK3	1
NCOA6	FOS	1
NCOA6	HSF1	1
NCOR1	AR	1
NCOR1	ESR1	-1
NCOR1	G0S2	-1
NCOR1	IGFBP3	-1
NCOR1	PPARG	-1
NCOR1	SNAI2	-1
NCOR2	AR	1
NELFB	TFF1	-1
NELFCD	CCND1	-1
NELFCD	CDKN1A	1
NELFCD	CTNNB1	-1
NF1	AFP	-1
NF1	FOS	1
NF1	MYC	1
NF1	PLAT	-1
NF1	TP53	1
NFAT5	CCL2	-1
NFATC1	CD3G	1
NFATC1	CD3G	-1
NFATC1	CYP2E1	1
NFATC1	ICAM1	1
NFATC1	SP1	-1
NFATC2	CD3G	-1
NFATC2	FOXP3	1
NFATC2	MDM2	1
NFATC3	CTSD	1
NFATC3	TFF1	1
NFE2L1	NQO1	1
NFE2L2	BRCA1	1
NFE2L2	CAT	1
NFE2L2	CFTR	1
NFE2L2	CFTR	-1
NFE2L2	GCLC	-1
NFE2L2	GSTA1	1
NFE2L2	GSTA1	-1
NFE2L2	HMOX1	1
NFE2L2	HMOX1	-1
NFE2L2	KRT16	1
NFE2L2	MTHFR	1
NFE2L2	NQO1	1
NFE2L2	NQO1	-1
NFE2L2	SOD1	1
NFE2L2	SOD2	1
NFIA	CDKN1A	-1
NFIB	CDKN1A	1
NFIB	MBP	1
NFIC	FHL5	1
NFIC	C4BPB	1
NFIC	CCL2	1
NFIC	CYP17A1	1
NFIC	CYP1A1	-1
NFIC	HMGB1	1
NFIC	IRS2	1
NFIC	ITGA5	-1
NFIC	MATN1	-1
NFIC	SLC34A2	1
NFIC	SMUG1	1
NFIL3	IL1B	-1
NFIL3	TNFSF10	-1
NFIX	CDKN1A	-1
NFIX	CHI3L1	1
NFKB1	ABCA1	-1
NFKB1	ABCB1	1
NFKB1	ABCB1	-1
NFKB1	ABCG2	1
NFKB1	ADORA1	1
NFKB1	AGER	1
NFKB1	AKT1	-1
NFKB1	AKT2	-1
NFKB1	ALOX5	-1
NFKB1	AMH	1
NFKB1	AR	-1
NFKB1	B2M	1
NFKB1	BACE1	-1
NFKB1	BAX	-1
NFKB1	BCL2	1
NFKB1	BCL2	-1
NFKB1	BCL2A1	1
NFKB1	BCL2L1	1
NFKB1	BCL2L1	-1
NFKB1	BCL2L11	-1
NFKB1	BCL3	1
NFKB1	BGN	1
NFKB1	BHMT	-1
NFKB1	BIRC2	1
NFKB1	BIRC2	-1
NFKB1	BIRC3	1
NFKB1	BIRC3	-1
NFKB1	BIRC5	1
NFKB1	BMP2	1
NFKB1	BRCA2	1
NFKB1	CCL11	1
NFKB1	CCL19	1
NFKB1	CCL2	1
NFKB1	CCL22	1
NFKB1	CCL5	1
NFKB1	CCNB1	1
NFKB1	CCND1	1
NFKB1	CCND1	-1
NFKB1	CCND2	1
NFKB1	CCR2	1
NFKB1	CCR3	1
NFKB1	CCR7	1
NFKB1	CD3G	1
NFKB1	CD40	1
NFKB1	CD40LG	1
NFKB1	CD58	1
NFKB1	CD80	1
NFKB1	CD83	1
NFKB1	CD86	1
NFKB1	CDH1	1
NFKB1	CDK4	1
NFKB1	CDKN1A	-1
NFKB1	CEACAM1	1
NFKB1	CFI	1
NFKB1	CFLAR	1
NFKB1	CFLAR	-1
NFKB1	CFTR	1
NFKB1	COL1A2	-1
NFKB1	COL2A1	-1
NFKB1	CRHR1	1
NFKB1	CRP	1
NFKB1	CSF1	1
NFKB1	CTCF	-1
NFKB1	CTSB	1
NFKB1	CXCL1	1
NFKB1	CXCL10	1
NFKB1	CXCL12	1
NFKB1	CXCR2	1
NFKB1	CXCR4	1
NFKB1	CYP19A1	-1
NFKB1	EBI3	1
NFKB1	EGFR	1
NFKB1	EGR1	-1
NFKB1	EPCAM	-1
NFKB1	FAF1	1
NFKB1	FAS	1
NFKB1	FAS	-1
NFKB1	FASLG	1
NFKB1	FGF8	1
NFKB1	FLT4	1
NFKB1	FN1	1
NFKB1	FOXP3	1
NFKB1	GATA3	1
NFKB1	GFAP	1
NFKB1	GSTP1	1
NFKB1	HBEGF	1
NFKB1	HPSE	1
NFKB1	HSD11B2	1
NFKB1	HSD11B2	-1
NFKB1	HYAL1	1
NFKB1	ICAM1	1
NFKB1	IFNA1	1
NFKB1	IFNB1	1
NFKB1	IFNG	1
NFKB1	IL10	1
NFKB1	IL12A	1
NFKB1	IL12B	1
NFKB1	IL18	1
NFKB1	IL1A	-1
NFKB1	IL1B	1
NFKB1	IL1RN	1
NFKB1	IL2	1
NFKB1	IL23A	1
NFKB1	IL6	1
NFKB1	IL6	-1
NFKB1	IRF1	1
NFKB1	IRF4	1
NFKB1	IRF7	1
NFKB1	JUNB	1
NFKB1	KLK3	1
NFKB1	KLK3	-1
NFKB1	LCN2	1
NFKB1	LIPE	1
NFKB1	LPL	1
NFKB1	LTC4S	-1
NFKB1	MAT2A	1
NFKB1	MCL1	1
NFKB1	MCL1	-1
NFKB1	MMP1	1
NFKB1	MMP13	1
NFKB1	MMP14	1
NFKB1	MMP2	1
NFKB1	MMP9	1
NFKB1	MMP9	-1
NFKB1	MUC2	1
NFKB1	MYC	1
NFKB1	MYC	-1
NFKB1	NAMPT	1
NFKB1	NCAM1	1
NFKB1	NFKBIA	1
NFKB1	NFKBIA	-1
NFKB1	NLRP2	1
NFKB1	NOD2	1
NFKB1	NOLC1	1
NFKB1	NOS1	1
NFKB1	NOS2	1
NFKB1	NOS3	1
NFKB1	NOX4	1
NFKB1	NOX5	1
NFKB1	OPTN	1
NFKB1	PDK4	-1
NFKB1	PLAU	1
NFKB1	PLAUR	1
NFKB1	PLIN1	1
NFKB1	PROX1	1
NFKB1	PTAFR	1
NFKB1	PTEN	1
NFKB1	PTEN	-1
NFKB1	PTGDS	1
NFKB1	PTGES	1
NFKB1	PTGS2	1
NFKB1	PTGS2	-1
NFKB1	PTHLH	1
NFKB1	REPS2	-1
NFKB1	RGS4	1
NFKB1	RIPK2	1
NFKB1	S100A6	1
NFKB1	SDC1	1
NFKB1	SELE	1
NFKB1	SERPINA3	-1
NFKB1	SERPINB1	1
NFKB1	SERPINE1	1
NFKB1	SERPINE1	-1
NFKB1	SNAI1	1
NFKB1	SOD2	1
NFKB1	STK39	1
NFKB1	TBX21	1
NFKB1	TF	1
NFKB1	TFF1	1
NFKB1	TFF3	1
NFKB1	THBD	-1
NFKB1	TIMP1	-1
NFKB1	TLR2	1
NFKB1	TLR3	1
NFKB1	TLR3	-1
NFKB1	TLR7	1
NFKB1	TNF	1
NFKB1	TNFAIP3	1
NFKB1	TNFRSF10B	1
NFKB1	TNFSF10	1
NFKB1	TNFSF10	-1
NFKB1	TRAF1	1
NFKB1	TRAF2	1
NFKB1	TRAF2	-1
NFKB1	UPP1	1
NFKB1	VCAM1	1
NFKB1	VEGFA	1
NFKB1	VEGFA	-1
NFKB1	XIAP	1
NFKB1	XIAP	-1
NFKB1	YY1	-1
NFKB2	CCL21	1
NFKB2	CCND2	1
NFKB2	CDK6	1
NFKB2	HIF1A	-1
NFKB2	SELP	1
NFKB2	SND1	1
NFKBIA	CCL5	-1
NFKBIA	CD40	-1
NFKBIA	CD58	-1
NFKBIA	EBI3	-1
NFKBIA	FAS	-1
NFKBIA	ICAM1	-1
NFKBIA	IFNB1	-1
NFKBIA	IL1B	-1
NFKBIA	NFKB1	1
NFKBIA	NFKB1	-1
NFKBIA	NOS2	-1
NFKBIA	PON2	1
NFKBIA	RELA	1
NFKBIA	RELA	-1
NFKBIA	S100A6	-1
NFKBIA	TNFSF10	-1
NFKBIA	TRAF1	-1
NFKBIB	IFNB1	-1
NFRKB	JUN	1
NFYA	CBS	1
NFYA	CCND2	1
NFYA	CDKN1B	1
NFYA	CYP2A6	1
NFYA	FXR2	1
NFYA	GADD45A	1
NFYA	OGG1	1
NFYA	SOX18	1
NFYA	SP3	1
NFYB	CCND2	1
NFYB	CDKN1B	1
NFYB	FXR2	1
NFYB	SOX18	1
NFYB	TPH1	1
NFYC	CCND2	1
NFYC	CDKN1B	1
NFYC	FXR2	1
NFYC	SOX18	1
NHLH2	ASCL1	1
NHLH2	ASCL1	-1
NHLH2	HES1	-1
NHLH2	MAOA	1
NKX2-1	RET	-1
NKX2-1	SFTPB	1
NKX2-1	STK11	-1
NKX2-2	NPPA	1
NKX2-5	DACT1	-1
NKX2-5	GATA4	1
NKX2-5	MEF2C	-1
NKX3-1	ACTG2	1
NKX3-1	AR	-1
NKX3-1	CCND1	-1
NKX3-1	FOS	-1
NKX3-1	IGF1R	-1
NOTCH3	APOD	-1
NOTCH3	HES1	-1
NPM1	ATF5	-1
NPM1	CDKN1A	1
NPM1	MDM2	-1
NPM1	PTPN6	1
NPM1	TAF1A	1
NR0B1	AMH	-1
NR0B1	CAMP	-1
NR0B1	CYP17A1	-1
NR0B1	CYP19A1	-1
NR0B1	ESRRG	-1
NR0B1	NOS1	1
NR0B1	NR1H4	-1
NR0B1	NR5A1	-1
NR0B1	PBX1	1
NR0B1	STAR	-1
NR0B2	E2F1	-1
NR0B2	PCK2	-1
NR0B2	PTGS2	1
NR1D1	ARNTL	-1
NR1H2	ABCA1	1
NR1H2	ABCG1	1
NR1H2	ABCG4	1
NR1H3	ABCA1	1
NR1H3	ABCG1	1
NR1H3	ABCG4	1
NR1H3	BHLHE40	1
NR1H4	ABCB4	1
NR1H4	ABCC4	-1
NR1H4	CYP7A1	-1
NR1H4	DCN	1
NR1H4	EDN1	-1
NR1H4	FABP6	1
NR1H4	INS	1
NR1H4	KRT13	1
NR1H4	NFKB1	1
NR1H4	NR1I2	1
NR1H4	RELA	1
NR1H4	SCARB1	1
NR1H4	STK11	1
NR1H4	UGT2B4	-1
NR1H4	VEGFA	1
NR1I2	ABCB1	1
NR1I2	BCL2	1
NR1I2	BCL2L1	1
NR1I2	CCL2	-1
NR1I2	CORO1C	1
NR1I2	CYP3A4	1
NR1I2	FOSL1	1
NR1I2	IL10	1
NR1I2	KLF6	1
NR1I2	NFKB1	-1
NR1I2	NOD1	-1
NR1I2	NOD2	-1
NR1I2	PTAFR	1
NR1I2	RAB3A	1
NR1I2	RELA	-1
NR1I2	THBS1	1
NR1I2	TNFRSF12A	1
NR1I3	CYP2B6	1
NR2C2	LHCGR	1
NR2E3	RHO	1
NR2F1	CYP17A1	-1
NR2F1	DR1	-1
NR2F1	LHCGR	-1
NR2F1	MTTP	-1
NR2F1	SERPINC1	-1
NR2F2	TFAP2A	1
NR2F6	LHCGR	-1
NR3C1	ATF2	-1
NR3C1	ATP1B1	-1
NR3C1	BAD	1
NR3C1	BAX	1
NR3C1	BRCA1	1
NR3C1	CALD1	1
NR3C1	CCND3	-1
NR3C1	CDK4	-1
NR3C1	CDK6	-1
NR3C1	CDKN1A	1
NR3C1	CYP19A1	1
NR3C1	ELK1	-1
NR3C1	ETS1	-1
NR3C1	NFKB1	-1
NR3C1	RPS6KA3	1
NR3C1	SRF	-1
NR3C1	STAT1	-1
NR3C1	TP53	-1
NR3C2	ATP1B1	-1
NR3C2	CABIN1	-1
NR3C2	CCR5	1
NR3C2	CCR6	1
NR3C2	CD40	1
NR3C2	EGFR	1
NR4A1	CCNA2	-1
NR4A1	CDKN1B	1
NR4A1	E2F1	1
NR4A1	HSD3B2	1
NR4A1	MDM2	-1
NR4A1	MMP2	1
NR4A1	RNF7	-1
NR4A1	TIMP2	1
NR4A1	TNF	-1
NR4A2	MMP1	-1
NR4A3	PPARG	-1
NR5A1	AMH	1
NR5A1	CITED2	1
NR5A1	CYP11B2	-1
NR5A1	CYP17A1	1
NR5A1	CYP19A1	1
NR5A1	CYP19A1	-1
NR5A1	HSD3B2	1
NR5A1	LHB	1
NR5A1	MC2R	1
NR5A1	NOV	-1
NR5A1	NR0B1	1
NR5A1	PBX1	1
NR5A1	SRY	1
NR5A1	STAR	1
NR5A1	STAR	-1
NR5A1	STARD7	1
NR5A2	ABCG5	1
NR5A2	CETP	1
NR5A2	CYP11B1	1
NR5A2	HSD3B2	1
NR5A2	NR5A2	1
NR5A2	STAR	1
NRF1	CAPNS1	1
NRF1	CXCR4	1
NRF1	FMR1	1
NRF1	FXR2	1
NRF1	IDE	1
NRF1	PRDX3	1
NRF1	SPAST	1
NRIP1	SLC7A1	1
NRL	NR2E3	1
NRL	RBP3	-1
NRL	RHO	-1
NUPR1	BCL2L1	1
NUPR1	CDKN1A	1
NUPR1	MSL1	-1
ONECUT1	PROC	1
ONECUT2	MITF	1
OTX1	BEST1	1
OTX2	AURKA	1
OTX2	BEST1	1
OTX2	CCNG2	1
OTX2	CDC25C	1
OTX2	IGF1	1
OTX2	IL6	1
OTX2	PAX6	1
OTX2	RBP3	1
OTX2	TYR	1
PA2G4	AGR2	1
PA2G4	E2F1	-1
PA2G4	KLK3	-1
PARP1	BCL2	-1
PARP1	BRCA2	-1
PARP1	CDH1	1
PARP1	E2F1	1
PARP1	FOXO1	-1
PARP1	HTR1A	-1
PARP1	SERPINE1	1
PARP1	SERPINF1	-1
PARP1	SNAI1	-1
PARP1	THBD	1
PARP1	THBD	-1
PARP1	VIM	1
PAWR	BCL2	-1
PAWR	NOV	1
PAX2	TP53	-1
PAX3	BCL2L1	1
PAX3	CXCR4	1
PAX3	MITF	1
PAX3	MITF	-1
PAX4	GCG	-1
PAX4	INS	-1
PAX5	BAX	1
PAX5	BCL2	-1
PAX5	BLK	-1
PAX5	CCND1	-1
PAX5	CD19	1
PAX5	CD79A	1
PAX5	CDKN1A	1
PAX5	FHL2	1
PAX5	LEF1	1
PAX5	MET	1
PAX5	MMP1	-1
PAX5	MYCN	1
PAX5	PRDM1	-1
PAX5	TERT	1
PAX5	TIMP1	1
PAX5	TP53	1
PAX5	TP53	-1
PAX5	XBP1	-1
PAX6	FABP7	1
PAX6	MET	1
PAX6	PCSK1	1
PAX6	PDHX	-1
PAX6	PROX1	1
PAX6	SIX3	1
PAX8	E2F1	1
PAX8	NCAM1	1
PAX8	SLC3A1	1
PAX8	SLC5A5	1
PAX8	TG	-1
PAX8	TP53	-1
PAX8	TSHR	-1
PAX8	WT1	1
PBX1	HOXB1	1
PBX1	NANOG	1
PBX1	PF4	1
PBX1	VCP	1
PBX2	EMX2	1
PBX2	PF4	1
PCBD1	FXYD2	-1
PCGF2	HOXA7	1
PCGF2	HOXA7	-1
PCGF2	ZEB1	-1
PCGF2	ZEB2	-1
PDX1	GCK	1
PDX1	INS	1
PER1	BAX	-1
PER1	BCL2	1
PER1	SLC5A1	-1
PER2	SNAI2	-1
PER2	TWIST1	-1
PGR	BCL2	1
PGR	CYP19A1	-1
PGR	DUSP1	1
PGR	E2F1	1
PGR	ERBB2	-1
PGR	ESR1	1
PGR	FOXP3	-1
PGR	HLTF	1
PGR	IL10	-1
PGR	PTGS2	-1
PGR	RELA	-1
PHB2	ARNT	-1
PHB2	BTG2	-1
PHOX2A	DBH	1
PHOX2A	TLX2	1
PHOX2B	ALK	1
PHOX2B	DBH	1
PHOX2B	MSX1	-1
PHOX2B	TLX2	1
PIAS1	FABP2	1
PIAS1	MUC1	-1
PIAS1	PRMT1	-1
PIAS1	SI	1
PIAS2	AR	1
PIAS2	LRRN3	-1
PIAS2	MUC1	-1
PIAS2	MYCN	-1
PIAS3	ATF1	1
PIAS3	MUC1	-1
PIAS4	MUC1	-1
PITX1	GNRH1	-1
PITX1	HES1	-1
PITX1	IFNA1	-1
PITX1	IRF2	-1
PITX1	IRF7	-1
PITX1	JUN	-1
PITX1	NKX3-1	-1
PITX1	PRL	1
PITX1	RUNX1	-1
