sig_or_ran	sig_TCP_type	database	all_prot	GS	sig_prot	hit	p-value	hit_prot_list
ran3157	pos	uniprot(tumor_suppressor)	14397	658	13	4	0.0001860530279332558	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3157	neg	TTD	14397	464	17	4	0.00015271628870789026	{'ESR1', 'TP53', 'CCND1', 'MYC'}
ran3157	neg	uniprot(oncogene)	14397	1408	17	10	5.349789439073522e-08	{'REL', 'TRAF1', 'SMAD3', 'CCND1', 'MYC', 'UBE2I', 'ESR1', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3158	pos	TSgene	14397	878	20	8	1.0213098999905884e-06	{'VIM', 'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3158	pos	uniprot(tumor_suppressor)	14397	658	20	8	8.798435570243381e-08	{'MEOX2', 'MTUS2', 'PIN1', 'BRCA1', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3158	neg	TTD	14397	464	20	4	0.00035320695226996336	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3158	neg	uniprot(oncogene)	14397	1408	20	12	2.8539671168394796e-09	{'REL', 'SMAD3', 'DAXX', 'PIN1', 'UBE2I', 'ESR1', 'CREBBP', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran3159	pos	TSgene	14397	878	17	5	0.0003496249139809331	{'VIM', 'BRCA1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3159	pos	uniprot(tumor_suppressor)	14397	658	17	4	0.0007680096809334261	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3159	neg	TTD	14397	464	14	0	0.36798792001934594	set()
ran3159	neg	uniprot(oncogene)	14397	1408	14	6	0.00015579867759502215	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CDKN1A', 'PIN1'}
ran3160	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran3160	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'MTUS2', 'TRAF2', 'UBE2I', 'ESR1', 'TP53'}
ran3160	neg	TTD	14397	464	19	4	0.0002720598554973574	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3160	neg	uniprot(oncogene)	14397	1408	19	13	5.000338270118352e-11	{'REL', 'SMAD3', 'DAXX', 'VIM', 'UBE2I', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3161	pos	TSgene	14397	878	11	6	8.144840240269384e-07	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3161	pos	uniprot(tumor_suppressor)	14397	658	11	5	3.380808111696525e-06	{'MEOX2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53'}
ran3161	neg	TTD	14397	464	12	1	0.05525313199659399	{'CREBBP'}
ran3161	neg	uniprot(oncogene)	14397	1408	12	9	4.2657597131755705e-09	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'NCOA1', 'CDKN1A', 'RELA'}
ran3162	pos	TSgene	14397	878	12	5	3.399682993710784e-05	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3162	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3162	neg	TTD	14397	464	11	3	0.00029346750870189425	{'TP53', 'CREBBP', 'AR'}
ran3162	neg	uniprot(oncogene)	14397	1408	11	8	3.6626190399533504e-08	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3163	pos	TSgene	14397	878	7	3	0.0004144035848945416	{'TP53', 'CREBBP', 'CDKN1A'}
ran3163	pos	uniprot(tumor_suppressor)	14397	658	7	4	3.821330645673832e-06	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran3163	neg	TTD	14397	464	10	2	0.0033700872987153644	{'TP53', 'CREBBP'}
ran3163	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'TP53', 'CDKN1A'}
ran3164	pos	TSgene	14397	878	12	5	3.399682993710784e-05	{'VIM', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3164	pos	uniprot(tumor_suppressor)	14397	658	12	4	0.0001189576464024374	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran3164	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran3164	neg	uniprot(oncogene)	14397	1408	17	11	2.8413853149246175e-09	{'SMAD3', 'VIM', 'IKBKG', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3165	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'BRCA1', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3165	pos	uniprot(tumor_suppressor)	14397	658	11	5	3.380808111696525e-06	{'MEOX2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran3165	neg	TTD	14397	464	20	4	0.00035320695226996336	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3165	neg	uniprot(oncogene)	14397	1408	20	14	6.4491905257090745e-12	{'REL', 'TRAF1', 'PIAS1', 'SMAD3', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3166	pos	TSgene	14397	878	8	3	0.0007887973147813148	{'TP53', 'TCF4', 'CDKN1A'}
ran3166	pos	uniprot(tumor_suppressor)	14397	658	8	4	9.80574252001356e-06	{'UBE2I', 'MEOX2', 'TP53', 'TCF4'}
ran3166	neg	TTD	14397	464	18	4	0.00020588376768659045	{'TP53', 'ESR1', 'CREBBP', 'EGFR'}
ran3166	neg	uniprot(oncogene)	14397	1408	18	14	4.105210104320119e-13	{'EGFR', 'PIAS1', 'KAT5', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A'}
ran3167	pos	TSgene	14397	878	18	5	0.0004975416651057058	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3167	pos	uniprot(tumor_suppressor)	14397	658	18	4	0.0010237283803271238	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3167	neg	TTD	14397	464	13	4	3.534875298279883e-05	{'TP53', 'ESR1', 'CREBBP', 'AR'}
ran3167	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'SMAD3', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3168	pos	TSgene	14397	878	10	5	8.591630135229035e-06	{'BRCA1', 'ESR1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3168	pos	uniprot(tumor_suppressor)	14397	658	10	5	1.5986147804574745e-06	{'MEOX2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53'}
ran3168	neg	TTD	14397	464	21	4	0.0004514024461686368	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3168	neg	uniprot(oncogene)	14397	1408	21	13	4.138375596688007e-10	{'REL', 'PIAS1', 'SMAD3', 'DAXX', 'BRCA1', 'UBE2I', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3169	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran3169	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran3169	neg	TTD	14397	464	17	2	0.016153729155850453	{'TP53', 'CREBBP'}
ran3169	neg	uniprot(oncogene)	14397	1408	17	10	5.349789439073522e-08	{'TRAF1', 'PIAS1', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3170	pos	TSgene	14397	878	17	6	3.469407578001578e-05	{'BRCA1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3170	pos	uniprot(tumor_suppressor)	14397	658	17	5	7.15129420977669e-05	{'MEOX2', 'BRCA1', 'UBE2I', 'TCF4', 'TP53'}
ran3170	neg	TTD	14397	464	14	2	0.009287809186985444	{'TP53', 'CREBBP'}
ran3170	neg	uniprot(oncogene)	14397	1408	14	9	5.3791461742633986e-08	{'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3171	pos	TSgene	14397	878	18	6	5.379141172521166e-05	{'BRCA1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3171	pos	uniprot(tumor_suppressor)	14397	658	18	7	5.313513503620652e-07	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran3171	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran3171	neg	uniprot(oncogene)	14397	1408	17	9	7.927588826136778e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3172	pos	TSgene	14397	878	8	2	0.01004124304618107	{'TP53', 'CDKN1A'}
ran3172	pos	uniprot(tumor_suppressor)	14397	658	8	4	9.80574252001356e-06	{'UBE2I', 'MEOX2', 'TP53', 'RELA'}
ran3172	neg	TTD	14397	464	8	1	0.025513406137052844	{'ESR1'}
ran3172	neg	uniprot(oncogene)	14397	1408	8	4	0.0003863236185722116	{'UBE2I', 'TRAF1', 'CDKN1A', 'ESR1'}
ran3173	pos	TSgene	14397	878	14	7	4.004823911445899e-07	{'PIAS1', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3173	pos	uniprot(tumor_suppressor)	14397	658	14	6	1.0456608327098663e-06	{'MEOX2', 'PIAS1', 'UBE2I', 'ESR1', 'TP53', 'PIN1'}
ran3173	neg	TTD	14397	464	15	2	0.011335896981570462	{'ESR1', 'CREBBP'}
ran3173	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'REL', 'TRAF1', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'ZBTB16', 'CDKN1A'}
ran3174	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'PIAS1', 'BRCA1', 'CREBBP', 'TP53', 'CDKN1A'}
ran3174	pos	uniprot(tumor_suppressor)	14397	658	15	7	8.832055922427504e-08	{'MEOX2', 'MTUS2', 'PIAS1', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran3174	neg	TTD	14397	464	20	4	0.00035320695226996336	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3174	neg	uniprot(oncogene)	14397	1408	20	15	2.1438421084263848e-13	{'REL', 'SMAD3', 'VIM', 'BRCA1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'RANBP9', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran3175	pos	TSgene	14397	878	20	7	1.2083513836385366e-05	{'VIM', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3175	pos	uniprot(tumor_suppressor)	14397	658	20	8	8.798435570243381e-08	{'MEOX2', 'EGFR', 'MTUS2', 'TRAF2', 'UBE2I', 'ESR1', 'TP53', 'PIN1'}
ran3175	neg	TTD	14397	464	10	2	0.0033700872987153644	{'CREBBP', 'AR'}
ran3175	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'AR', 'CDKN1A'}
ran3176	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3176	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3176	neg	TTD	14397	464	16	3	0.0014237045906112628	{'TP53', 'CREBBP', 'AR'}
ran3176	neg	uniprot(oncogene)	14397	1408	16	10	2.072015322358944e-08	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'PIN1'}
ran3177	pos	TSgene	14397	878	15	5	0.00015712312542694244	{'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3177	pos	uniprot(tumor_suppressor)	14397	658	15	4	0.00040221056421847333	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran3177	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran3177	neg	uniprot(oncogene)	14397	1408	12	7	2.8352024652232947e-06	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran3178	pos	TSgene	14397	878	17	4	0.0027861001502098243	{'ZBTB16', 'CREBBP', 'CDKN1A', 'TP53'}
ran3178	pos	uniprot(tumor_suppressor)	14397	658	17	3	0.006390693010630482	{'UBE2I', 'MEOX2', 'TP53'}
ran3178	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran3178	neg	uniprot(oncogene)	14397	1408	12	7	2.8352024652232947e-06	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3179	pos	TSgene	14397	878	14	5	9.938950648043422e-05	{'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A', 'PIN1'}
ran3179	pos	uniprot(tumor_suppressor)	14397	658	14	4	0.00027856883940931076	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran3179	neg	TTD	14397	464	9	0	0.25540946263953196	set()
ran3179	neg	uniprot(oncogene)	14397	1408	9	5	5.606519605001056e-05	{'REL', 'SMAD3', 'UBE2I', 'CDKN1A', 'PIN1'}
ran3180	pos	TSgene	14397	878	16	4	0.0020694897865619166	{'ZBTB16', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3180	pos	uniprot(tumor_suppressor)	14397	658	16	5	4.812686792820542e-05	{'MEOX2', 'MTUS2', 'BRCA1', 'UBE2I', 'RELA'}
ran3180	neg	TTD	14397	464	15	4	7.818124326969237e-05	{'TP53', 'CREBBP', 'AR', 'MYC'}
ran3180	neg	uniprot(oncogene)	14397	1408	15	11	2.5197026823985496e-10	{'KAT5', 'SMAD3', 'BRCA1', 'MYC', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A', 'RELA'}
ran3181	pos	TSgene	14397	878	18	5	0.0004975416651057058	{'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3181	pos	uniprot(tumor_suppressor)	14397	658	18	6	8.256701422693472e-06	{'MEOX2', 'MTUS2', 'UBE2I', 'TCF4', 'TP53', 'RELA'}
ran3181	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran3181	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'SMAD3', 'VIM', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'NCOA1', 'CDKN1A', 'PIN1'}
ran3182	pos	TSgene	14397	878	11	3	0.0032077754975626976	{'TP53', 'CREBBP', 'CDKN1A'}
ran3182	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'MTUS2'}
ran3182	neg	TTD	14397	464	17	3	0.0018147779142926776	{'TP53', 'CREBBP', 'AR'}
ran3182	neg	uniprot(oncogene)	14397	1408	17	11	2.8413853149246175e-09	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'DAXX', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3183	pos	TSgene	14397	878	21	6	0.00016723654492798077	{'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3183	pos	uniprot(tumor_suppressor)	14397	658	21	7	2.1865493897412462e-06	{'MEOX2', 'TRAF2', 'UBE2I', 'ESR1', 'TCF4', 'TP53', 'RELA'}
ran3183	neg	TTD	14397	464	28	3	0.011808728532540337	{'ESR1', 'TP53', 'CREBBP'}
ran3183	neg	uniprot(oncogene)	14397	1408	28	15	6.280332502407723e-10	{'REL', 'TRAF1', 'SMAD3', 'VIM', 'IKBKG', 'PIN1', 'UBE2I', 'FHL2', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3184	pos	TSgene	14397	878	17	3	0.01726835284145203	{'BRCA1', 'CDKN1A', 'CREBBP'}
ran3184	pos	uniprot(tumor_suppressor)	14397	658	17	7	3.0748932322751637e-07	{'MEOX2', 'MTUS2', 'LZTS2', 'BRCA1', 'TRAF2', 'UBE2I', 'RELA'}
ran3184	neg	TTD	14397	464	8	1	0.025513406137052844	{'TP53'}
ran3184	neg	uniprot(oncogene)	14397	1408	8	5	2.038426529621829e-05	{'SMAD3', 'UBE2I', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3185	pos	TSgene	14397	878	13	2	0.04083047014917378	{'CREBBP', 'CDKN1A'}
ran3185	pos	uniprot(tumor_suppressor)	14397	658	13	4	0.0001860530279332558	{'UBE2I', 'MEOX2', 'TRAF2', 'RELA'}
ran3185	neg	TTD	14397	464	18	4	0.00020588376768659045	{'TP53', 'CREBBP', 'EGFR', 'AR'}
ran3185	neg	uniprot(oncogene)	14397	1408	18	12	3.807753295651239e-10	{'REL', 'EGFR', 'PIAS1', 'SMAD3', 'TSG101', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A'}
ran3186	pos	TSgene	14397	878	19	6	8.070219974446874e-05	{'PIAS1', 'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3186	pos	uniprot(tumor_suppressor)	14397	658	19	8	5.0430981512427994e-08	{'MEOX2', 'MTUS2', 'PIAS1', 'DAXX', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran3186	neg	TTD	14397	464	15	2	0.011335896981570462	{'TP53', 'CREBBP'}
ran3186	neg	uniprot(oncogene)	14397	1408	15	8	2.313581737565603e-06	{'SMAD3', 'VIM', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran3187	pos	TSgene	14397	878	8	4	4.000985502270903e-05	{'TP53', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3187	pos	uniprot(tumor_suppressor)	14397	658	8	4	9.80574252001356e-06	{'UBE2I', 'MEOX2', 'BRCA1', 'TP53'}
ran3187	neg	TTD	14397	464	9	1	0.0321125086745007	{'TP53'}
ran3187	neg	uniprot(oncogene)	14397	1408	9	7	6.757652807940926e-08	{'REL', 'SMAD3', 'UBE2I', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3188	pos	TSgene	14397	878	10	3	0.002144141465523117	{'TP53', 'CREBBP', 'CDKN1A'}
ran3188	pos	uniprot(tumor_suppressor)	14397	658	10	3	0.0007280116101006655	{'UBE2I', 'MEOX2', 'TP53'}
ran3188	neg	TTD	14397	464	9	1	0.0321125086745007	{'TP53'}
ran3188	neg	uniprot(oncogene)	14397	1408	9	5	5.606519605001056e-05	{'UBE2I', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3189	pos	TSgene	14397	878	9	3	0.0013514416969124471	{'TP53', 'CREBBP', 'CDKN1A'}
ran3189	pos	uniprot(tumor_suppressor)	14397	658	9	3	0.0004531526388944912	{'UBE2I', 'MEOX2', 'TP53'}
ran3189	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran3189	neg	uniprot(oncogene)	14397	1408	13	10	4.891388556744041e-10	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3190	pos	TSgene	14397	878	15	4	0.001497296994932831	{'TP53', 'CREBBP', 'CDKN1A', 'PIN1'}
ran3190	pos	uniprot(tumor_suppressor)	14397	658	15	6	1.8833335718784354e-06	{'MEOX2', 'EGFR', 'TRAF2', 'UBE2I', 'TP53', 'PIN1'}
ran3190	neg	TTD	14397	464	21	2	0.028739147706186012	{'TP53', 'AR'}
ran3190	neg	uniprot(oncogene)	14397	1408	21	11	9.285231643514434e-08	{'REL', 'TRAF1', 'SMAD3', 'BRCA1', 'UBE2I', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A'}
ran3191	pos	TSgene	14397	878	12	4	0.00046048553772546166	{'TP53', 'ESR1', 'CREBBP', 'CDKN1A'}
ran3191	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'TRAF2', 'UBE2I', 'ESR1', 'TP53'}
ran3191	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'AR'}
ran3191	neg	uniprot(oncogene)	14397	1408	13	8	3.966267021927778e-07	{'SMAD3', 'JUN', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'CDKN1A'}
ran3192	pos	TSgene	14397	878	11	5	1.7924205468946978e-05	{'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3192	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'TP53', 'ESR1'}
ran3192	neg	TTD	14397	464	7	0	0.204963029501301	set()
ran3192	neg	uniprot(oncogene)	14397	1408	7	3	0.002501747604274949	{'SMAD3', 'CDKN1A', 'UBE2I'}
ran3193	pos	TSgene	14397	878	10	5	8.591630135229035e-06	{'CREBBP', 'TCF4', 'TP53', 'CDKN1A', 'PIN1'}
ran3193	pos	uniprot(tumor_suppressor)	14397	658	10	5	1.5986147804574745e-06	{'MEOX2', 'UBE2I', 'TCF4', 'TP53', 'PIN1'}
ran3193	neg	TTD	14397	464	19	3	0.0028084358496072263	{'TP53', 'AR', 'CREBBP'}
ran3193	neg	uniprot(oncogene)	14397	1408	19	13	5.000338270118352e-11	{'REL', 'TRAF1', 'KAT5', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A'}
ran3194	pos	TSgene	14397	878	7	2	0.006571575896688895	{'CREBBP', 'CDKN1A'}
ran3194	pos	uniprot(tumor_suppressor)	14397	658	7	3	0.00013549669282917595	{'UBE2I', 'MEOX2', 'TRAF2'}
ran3194	neg	TTD	14397	464	11	2	0.004523819719885822	{'TP53', 'CREBBP'}
ran3194	neg	uniprot(oncogene)	14397	1408	11	7	1.03420581005908e-06	{'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'CDKN1A'}
ran3195	pos	TSgene	14397	878	14	4	0.0010505723717795423	{'TP53', 'CREBBP', 'TCF4', 'CDKN1A'}
ran3195	pos	uniprot(tumor_suppressor)	14397	658	14	7	4.293543557139581e-08	{'MEOX2', 'EGFR', 'MTUS2', 'TRAF2', 'UBE2I', 'TCF4', 'TP53'}
ran3195	neg	TTD	14397	464	15	2	0.011335896981570462	{'TP53', 'CREBBP'}
ran3195	neg	uniprot(oncogene)	14397	1408	15	10	7.10599264951663e-09	{'REL', 'TRAF1', 'SMAD3', 'UBE2I', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'CDKN1A', 'RELA'}
ran3196	pos	TSgene	14397	878	11	3	0.0032077754975626976	{'BRCA1', 'CDKN1A', 'CREBBP'}
ran3196	pos	uniprot(tumor_suppressor)	14397	658	11	4	7.210032708179427e-05	{'UBE2I', 'MEOX2', 'BRCA1', 'RELA'}
ran3196	neg	TTD	14397	464	9	2	0.0024165472530489267	{'TP53', 'CREBBP'}
ran3196	neg	uniprot(oncogene)	14397	1408	9	6	2.5437999178141017e-06	{'SMAD3', 'BRCA1', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A'}
ran3197	pos	TSgene	14397	878	10	4	0.00016239204402209085	{'ZBTB16', 'BRCA1', 'CDKN1A', 'CREBBP'}
ran3197	pos	uniprot(tumor_suppressor)	14397	658	10	3	0.0007280116101006655	{'UBE2I', 'MEOX2', 'BRCA1'}
ran3197	neg	TTD	14397	464	12	2	0.005888749849534875	{'TP53', 'CREBBP'}
ran3197	neg	uniprot(oncogene)	14397	1408	12	7	2.8352024652232947e-06	{'REL', 'SMAD3', 'UBE2I', 'FHL2', 'CREBBP', 'TP53', 'CDKN1A'}
ran3198	pos	TSgene	14397	878	9	4	8.549183707769476e-05	{'TP53', 'CREBBP', 'CDKN1A', 'PIN1'}
ran3198	pos	uniprot(tumor_suppressor)	14397	658	9	4	2.1231398437751177e-05	{'UBE2I', 'MEOX2', 'TP53', 'PIN1'}
ran3198	neg	TTD	14397	464	10	2	0.0033700872987153644	{'TP53', 'CREBBP'}
ran3198	neg	uniprot(oncogene)	14397	1408	10	7	3.086933594014873e-07	{'REL', 'SMAD3', 'UBE2I', 'CREBBP', 'TP53', 'CDKN1A', 'RELA'}
ran3199	pos	TSgene	14397	878	22	7	2.749186083464912e-05	{'PIAS1', 'VIM', 'ESR1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3199	pos	uniprot(tumor_suppressor)	14397	658	22	8	2.3993082018563004e-07	{'MEOX2', 'MTUS2', 'PIAS1', 'SETDB1', 'UBE2I', 'ESR1', 'TP53', 'RELA'}
ran3199	neg	TTD	14397	464	13	2	0.007474175261657429	{'TP53', 'CREBBP'}
ran3199	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'REL', 'SMAD3', 'BRCA1', 'UBE2I', 'FHL2', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3200	pos	TSgene	14397	878	10	3	0.002144141465523117	{'CREBBP', 'CDKN1A', 'PIAS1'}
ran3200	pos	uniprot(tumor_suppressor)	14397	658	10	4	4.0864182094899835e-05	{'UBE2I', 'MEOX2', 'PIAS1', 'RELA'}
ran3200	neg	TTD	14397	464	22	4	0.0005688298597760264	{'ESR1', 'TP53', 'AR', 'CREBBP'}
ran3200	neg	uniprot(oncogene)	14397	1408	22	16	1.0237688386121912e-13	{'REL', 'SMAD3', 'VIM', 'PIN1', 'BRCA1', 'JUN', 'UBE2I', 'ESR1', 'CREBBP', 'TCF4', 'ZBTB16', 'TP53', 'AR', 'NCOA1', 'CDKN1A', 'RELA'}
ran3201	pos	TSgene	14397	878	12	5	3.399682993710784e-05	{'BRCA1', 'CREBBP', 'ZBTB16', 'TP53', 'CDKN1A'}
ran3201	pos	uniprot(tumor_suppressor)	14397	658	12	5	6.500080034812936e-06	{'MEOX2', 'BRCA1', 'UBE2I', 'TP53', 'RELA'}
ran3201	neg	TTD	14397	464	13	3	0.0006039984761435359	{'TP53', 'CREBBP', 'EGFR'}
ran3201	neg	uniprot(oncogene)	14397	1408	13	9	1.685449590467479e-08	{'EGFR', 'SMAD3', 'UBE2I', 'CREBBP', 'ZBTB16', 'TP53', 'NCOA1', 'CDKN1A', 'RELA'}
